"No.","Time","Source","Destination","Protocol","Length","Info"
"99","1.968775724","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=116441 Ack=1 Win=29696 Len=2896 TSval=657996 TSecr=657970"
"100","1.996595100","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=119337 Ack=1 Win=29696 Len=2896 TSval=658003 TSecr=657977"
"101","2.021197140","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=122233 Ack=1 Win=29696 Len=2896 TSval=658008 TSecr=657982"
"102","2.044935216","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=125129 Ack=1 Win=29696 Len=2896 TSval=658013 TSecr=657988"
"103","2.047172677","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=116441 Win=170496 Len=0 TSval=658009 TSecr=657977"
"104","2.120192108","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=119337 Win=170496 Len=0 TSval=658027 TSecr=657996"
"105","2.123045320","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=128025 Ack=1 Win=29696 Len=2896 TSval=658034 TSecr=658009"
"106","2.149256344","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=658034 TSecr=658003"
"107","2.173423929","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=125129 Win=170496 Len=0 TSval=658040 TSecr=658008"
"108","2.194785388","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=130921 Ack=1 Win=29696 Len=2896 TSval=658052 TSecr=658027"
"109","2.196550888","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=128025 Win=170496 Len=0 TSval=658046 TSecr=658013"
"110","2.224410335","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=133817 Ack=1 Win=29696 Len=2896 TSval=658059 TSecr=658034"
"111","2.271346704","10.0.0.1","10.0.0.2","TCP","2962","[TCP Previous segment not captured] 37598  >  34567 [ACK] Seq=139609 Ack=1 Win=29696 Len=2896 TSval=658071 TSecr=658046"
"112","2.275807370","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=130921 Win=170496 Len=0 TSval=658065 TSecr=658034"
"113","2.347290646","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=133817 Win=170496 Len=0 TSval=658084 TSecr=658052"
"114","2.350554227","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=142505 Ack=1 Win=29696 Len=2896 TSval=658091 TSecr=658065"
"115","2.382618348","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658091 TSecr=658059"
"116","2.422101496","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=145401 Ack=1 Win=29696 Len=2896 TSval=658109 TSecr=658084"
"117","2.423934779","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 115#1] 34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658103 TSecr=658059 SLE=139609 SRE=142505"
"118","2.457565181","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=148297 Ack=1 Win=29696 Len=2896 TSval=658118 TSecr=658091"
"119","2.470051562","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=151193 Ack=1 Win=29696 Len=1448 TSval=658118 TSecr=658091"
"120","2.486487436","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 37598  >  34567 [ACK] Seq=136713 Ack=1 Win=29696 Len=1448 TSval=658128 TSecr=658103"
"121","2.498678942","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=152641 Ack=1 Win=29696 Len=1448 TSval=658128 TSecr=658103"
"122","2.502316169","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 115#2] 34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658123 TSecr=658059 SLE=139609 SRE=145401"
"123","2.574504860","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 115#3] 34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658140 TSecr=658059 SLE=139609 SRE=148297"
"124","2.609812448","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 115#4] 34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658149 TSecr=658059 SLE=139609 SRE=151193"
"125","2.621076912","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 115#5] 34567  >  37598 [ACK] Seq=1 Ack=136713 Win=170496 Len=0 TSval=658152 TSecr=658059 SLE=139609 SRE=152641"
"126","2.637276199","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 37598  >  34567 [ACK] Seq=138161 Ack=1 Win=29696 Len=1448 TSval=658166 TSecr=658140"
"127","2.638171229","10.0.0.2","10.0.0.1","TCP","78","34567  >  37598 [ACK] Seq=1 Ack=138161 Win=169472 Len=0 TSval=658156 TSecr=658128 SLE=139609 SRE=152641"
"128","2.649310730","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=154089 Ack=1 Win=29696 Len=1448 TSval=658166 TSecr=658140"
"129","2.649800310","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 127#1] 34567  >  37598 [ACK] Seq=1 Ack=138161 Win=169472 Len=0 TSval=658159 TSecr=658128 SLE=139609 SRE=154089"
"130","2.685206225","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=155537 Ack=1 Win=29696 Len=2896 TSval=658175 TSecr=658149"
"131","2.697174967","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=158433 Ack=1 Win=29696 Len=1448 TSval=658177 TSecr=658152"
"132","2.708729968","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=159881 Ack=1 Win=29696 Len=1448 TSval=658182 TSecr=658156"
"133","2.720766895","10.0.0.1","10.0.0.2","TCP","1514","37598  >  34567 [ACK] Seq=161329 Ack=1 Win=29696 Len=1448 TSval=658185 TSecr=658159"
"134","2.791038299","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=154089 Win=164352 Len=0 TSval=658194 TSecr=658166"
"135","2.842022470","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=158433 Win=170496 Len=0 TSval=658207 TSecr=658166"
"136","2.865828363","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=162777 Ack=1 Win=29696 Len=2896 TSval=658220 TSecr=658194"
"137","2.865838232","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=161329 Win=170496 Len=0 TSval=658213 TSecr=658177"
"138","2.914998507","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=162777 Win=170496 Len=0 TSval=658226 TSecr=658185"
"139","2.917093634","10.0.0.1","10.0.0.2","TCP","2962","[TCP Previous segment not captured] 37598  >  34567 [ACK] Seq=168569 Ack=1 Win=29696 Len=2896 TSval=658233 TSecr=658207"
"140","2.989763029","10.0.0.1","10.0.0.2","TCP","2962","[TCP Previous segment not captured] 37598  >  34567 [ACK] Seq=174361 Ack=1 Win=29696 Len=2896 TSval=658251 TSecr=658226"
"141","3.018195510","10.0.0.2","10.0.0.1","TCP","66","34567  >  37598 [ACK] Seq=1 Ack=165673 Win=170496 Len=0 TSval=658251 TSecr=658220"
"142","3.069174264","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 141#1] 34567  >  37598 [ACK] Seq=1 Ack=165673 Win=170496 Len=0 TSval=658264 TSecr=658220 SLE=168569 SRE=171465"
"143","3.093587026","10.0.0.1","10.0.0.2","TCP","2962","37598  >  34567 [ACK] Seq=177257 Ack=1 Win=29696 Len=2896 TSval=658277 TSecr=658251"
"144","3.131792397","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 37598  >  34567 [ACK] Seq=165673 Ack=1 Win=29696 Len=1448 TSval=658289 TSecr=658264"
"145","3.141027168","10.0.0.2","10.0.0.1","TCP","86","[TCP Dup ACK 141#2] 34567  >  37598 [ACK] Seq=1 Ack=165673 Win=170496 Len=0 TSval=658282 TSecr=658220 SLE=174361 SRE=177257 SLE=168569 SRE=171465"
"146","3.204336508","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 37598  >  34567 [ACK] Seq=167121 Ack=1 Win=29696 Len=1448 TSval=658307 TSecr=658282"
"147","3.215413501","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 37598  >  34567 [ACK] Seq=171465 Ack=1 Win=29696 Len=1448 TSval=658307 TSecr=658282"
"148","3.245628673","10.0.0.2","10.0.0.1","TCP","86","[TCP Dup ACK 141#3] 34567  >  37598 [ACK] Seq=1 Ack=165673 Win=170496 Len=0 TSval=658308 TSecr=658220 SLE=174361 SRE=180153 SLE=168569 SRE=171465"
"149","3.282977034","10.0.0.2","10.0.0.1","TCP","86","34567  >  37598 [ACK] Seq=1 Ack=167121 Win=169472 Len=0 TSval=658318 TSecr=658289 SLE=174361 SRE=180153 SLE=168569 SRE=171465"
"150","3.308784236","10.0.0.1","10.0.0.2","TCP","1514","[TCP Retransmission] 37598  >  34567 [ACK] Seq=172913 Ack=1 Win=29696 Len=1448 TSval=658333 TSecr=658308"
"151","3.362820217","10.0.0.1","10.0.0.2","TCP","2962","[TCP Previous segment not captured] 37598  >  34567 [ACK] Seq=181601 Ack=1 Win=29696 Len=2896 TSval=658343 TSecr=658318"
